Gene_acc,Gene_id,C1,C2,T1,T2,Desc,pg_index
24,LdBPK_010310,8.122478014681512,8.391111613702803,7.638479273058686,8.50996824891543,"acidocalcisomal exopolyphosphatase, putative",144
25,LdBPK_010330,9.161996525422445,9.567226401552611,9.016406500871119,9.606123291725629,"poly(A) export protein, putative",145
26,LdBPK_010370,8.29176832417152,8.585877902998279,8.258230090449128,8.484541837687686,"hypothetical protein, conserved",146
27,LdBPK_010400,7.7276876237597865,8.091455913055093,8.12678057701201,8.402605241919915,"Dyggve-Melchior-Clausen syndrome protein, putative",147
28,LdBPK_010410,7.040800061256529,7.140036410975282,7.512617699682916,7.715150621707802,"hypothetical protein, conserved",148
29,LdBPK_010440,9.484812146941042,9.680842951524925,9.03909671044145,9.36655369287421,"ribosomal protein S7, putative",149
30,LdBPK_010430,9.484812146941042,9.680842951524925,9.03909671044145,9.36655369287421,"ribosomal protein S7, putative (fragment)",149
31,LdBPK_010460,6.103906298088718,7.292145267814122,5.0,7.073791642808014,"Protein of unknown function (DUF791), putative",150
32,LdBPK_010470,9.144760960776074,9.443591518448947,8.954594627734856,9.295918791028893,alpha/beta-hydrolase-like protein,151
33,LdBPK_010480,9.892445237419354,9.91106701025769,9.878975384792373,10.003288158826075,conserved protein,152
34,LdBPK_010490,9.149095891067972,9.271957712534224,9.020775488193557,9.359550916763318,"fatty acyl CoA syntetase 1, putative",153
35,LdBPK_010500,10.071219018399974,10.317018101048111,9.978591326820075,10.253265293690157,"hypothetical protein, conserved",154
36,LdBPK_010510,9.353685468703508,9.572290606151418,9.106938450738179,9.378143427967741,"long chain fatty acid CoA ligase, putative",155
37,LdBPK_010520,8.073681699476284,8.367411835170925,7.832183069638379,8.280145681354222,"fatty acyl CoA synthetase 2, putative",156
38,LdBPK_010540,10.341652111943532,10.571941635074463,10.35349307314731,10.566461062490694,"long chain fatty acid CoA ligase, putative",157
39,LdBPK_010550,6.926810450269161,5.0,5.0,5.0,"long chain fatty acid CoA ligase, putative",158
40,LdBPK_010560,7.4500950758716025,7.913713211514432,7.992398858487621,7.8562574945921995,"hypothetical protein, conserved",159
41,LdBPK_010570,7.285939679811786,7.454036472764697,6.772028165324855,7.417919872997741,"hypothetical protein, conserved",160
42,LdBPK_010580,8.251540888649977,7.880653559569096,7.495016758749676,7.751971574736327,"pre-mRNA processing factor 3 (PRP3)/Protein of unknown function (DUF1115), putative",161
43,LdBPK_010600,7.886907898662259,8.176901186391348,7.636708498020547,8.342126469955724,"hypothetical protein, conserved (fragment)",162
44,LdBPK_010610,7.315256425053211,5.0,7.207068581514097,7.882996711615978,mitochondrial RNA editing ligase 1,163
45,LdBPK_010630,8.315172357208986,8.643373706673822,6.714229139329622,8.57034442661083,DNA-damage inducible protein DDI1-like protein,164
46,LdBPK_010640,9.505014240084106,9.454280672796099,9.066214075471244,9.456624103507064,"hypothetical protein, conserved",165
47,LdBPK_010650,7.896911840826025,7.840043330603494,7.714413592287121,8.076967952197919,"hypothetical protein, unknown function",166
48,LdBPK_010660,7.684746647135088,8.223599764649693,7.3275632601872775,8.203250523943296,HSP70-like protein,167
49,LdBPK_010670,8.52664937699738,8.825439100966339,8.321370557660815,8.904650639634516,"mitochondrial-processing peptidase subunit beta, putative",168
50,LdBPK_010680,7.641910169077627,7.864605998440893,6.790172528492987,7.698274576674367,"hypothetical protein, conserved",169
51,LdBPK_010690,7.8368176394066,7.921436749386212,7.843768306110516,8.02530586526477,"hypothetical protein, conserved",170
52,LdBPK_010700,7.592520946518943,7.8030267050740045,7.790165487801685,7.731484006202963,"hypothetical protein, unknown function",171
53,LdBPK_010710,8.506505032404872,8.860966529758464,8.406284637924728,8.834954500483976,"PLAC8 family, putative",172
54,LdBPK_010720,6.314162271709985,6.935834626653406,5.0,6.958845677087888,"hypothetical protein, unknown function",173
55,LdBPK_010730,5.0,7.005823753029028,5.0,6.987326560285494,"ubiquitin activating enzyme, putative",174
56,LdBPK_010760,6.512016969496127,6.94266272358471,5.0,7.467696879027591,"hypothetical protein, conserved",175
57,LdBPK_010770,8.475046168127797,9.006765452451992,7.180068500901219,8.730830707294627,"protein kinase, putative",176
58,LdBPK_010780,7.602515761296579,8.467119527015978,7.967884798187327,8.472083283223357,"hypothetical protein, conserved",177
59,LdBPK_010790,10.265266047887378,10.554900848003664,10.108023509346088,10.550460730175386,Eukaryotic initiation factor 4A-1,178
60,LdBPK_010810,7.802055006177634,8.04902409791505,7.6854282170733255,8.215002707214952,"hypothetical protein, conserved",179
61,LdBPK_010820,8.810219072137349,8.974847760948052,8.476961984208252,8.897687558464355,"hypothetical protein, conserved",180
62,LdBPK_013360,6.887577919516976,6.905866009218048,6.390617214336786,5.0,"hypothetical protein, conserved",181
63,LdBPK_020020,8.901578185388065,9.475903524551399,8.897110028150077,9.528441028758131,"cytochrome b-domain protein, putative",182
64,LdBPK_020030,8.037546012085826,7.805840548814673,7.6095730674486655,7.845755188514182,"hypothetical protein, conserved",183
65,LdBPK_020040,6.72936730519278,7.736061687593125,7.309268104477122,7.811400716944095,"hypothetical protein, conserved",184
66,LdBPK_020050,7.904049802128764,7.47845105314715,7.557025722386383,7.158422806584882,"hypothetical protein, conserved",185
67,LdBPK_020060,5.0,7.145848756590544,7.1195857749617835,5.0,"hypothetical protein, conserved",186
68,LdBPK_020070,8.746431792342245,9.240374496958234,8.532308393275416,9.146624088824005,"hypothetical protein, conserved",187
69,LdBPK_020090,7.557254491716343,6.715066931328898,7.2812606870550125,7.492494983343012,"exportin-T, putative",188
70,LdBPK_020110,7.58063991200808,7.842783920646808,7.699473493967465,8.468391643914762,"hypothetical protein, conserved",189
71,LdBPK_020120,7.273811199399403,7.7281832778243835,7.41084469135838,7.87198135384337,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative",190
72,LdBPK_020130,7.814160994640041,8.154332661242305,7.72980441665186,8.215663995648448,"Vps51/Vps67, putative",191
73,LdBPK_020140,6.3684542466690495,7.205475036740891,6.334312984758231,7.134081437462512,"phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)",192
74,LdBPK_020150,8.494808327408474,7.8139410835114,7.781468142841798,7.878912255172237,"phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)",193
75,LdBPK_020180,8.494808327408474,7.8139410835114,7.781468142841798,7.878912255172237,"phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)",193
76,LdBPK_020170,7.872715540280947,7.624704837141302,7.3140147710960965,7.368156670034973,"phosphoglycan beta 1,3 galactosyltransferase",194
77,LdBPK_020200,7.233275391293944,8.172573743771972,6.528672501601294,7.743643011545259,"phosphoglycan beta 1,3 galactosyltransferase",195
78,LdBPK_020210,8.045831314347755,7.771116924072814,7.835874394481183,7.714564450095123,"glycosyltransferase (GlcNAc), putative",196
79,LdBPK_020220,7.330271691167505,8.189406085529228,7.332256624164205,8.098539897992861,"hypothetical protein, conserved",197
80,LdBPK_020230,8.886152181970797,9.215135045480261,8.85929444704148,9.134973540005916,small GTP binding protein rab6-like protein,198
81,LdBPK_020250,8.731935095754537,8.818766774708093,8.504362105345688,8.790911166601596,"hypothetical protein, conserved",199
82,LdBPK_020260,9.286972645457375,9.675154855843708,9.113809702672945,9.591587672438799,"Mitogen-activated kinase kinase kinase, putative",200
83,LdBPK_020280,9.472566312473967,9.707169759394251,9.471629038569736,9.752363485275563,"Soluble NSF attachment protein, SNAP, putative",201
84,LdBPK_020290,8.242317763715196,8.181586363736857,8.0315700321411,8.087674960036757,"ribosomal RNA processing protein 41B, putative",202
85,LdBPK_020330,9.379232978167668,9.485352261241138,9.115477374186469,9.395536062118437,"casein kinase II, alpha chain, putative",203
86,LdBPK_020340,8.21766815128628,8.820792381088204,8.252586064065401,8.797606809070327,"proteasome regulatory non-ATPase subunit 6, putative",204
87,LdBPK_020350,8.49270452762321,8.58169940355087,8.358011032332094,8.573034141907423,"FtsJ-like methyltransferase, putative",205
88,LdBPK_020360,7.96138786808103,8.296994076670208,7.896537240052262,8.09135035231358,"ubiquitin-conjugating enzyme E2, putative",206
89,LdBPK_020380,6.791627499835702,7.275748884479195,7.3626144018194015,7.702930032424566,"Kinetoplastid RNA editing protein 1, putative (fragment)",207
90,LdBPK_020390,8.1957059747471,8.54156676404078,7.851924571235744,8.239149264858293,"hypothetical protein, conserved",208
91,LdBPK_020420,8.803607317322607,9.124406399745029,8.384227929177051,8.692820490817011,"voltage-dependent anion-selective channel, putative",209
92,LdBPK_020430,9.38936102996373,9.485110714190292,8.709134222740031,9.387692303200922,"Mitochondrial outer membrane protein porin, putative",210
93,LdBPK_020440,7.59469081818349,7.701455727442196,6.956538191994259,6.424358862590329,"hypothetical protein, unknown function",211
94,LdBPK_020450,9.03992941410856,9.178142069837744,9.032296344739473,9.239024046600093,"hypothetical protein, conserved",212
95,LdBPK_020480,7.106734700097846,7.461288381866651,6.546542663478131,7.43549398719827,"hypothetical protein, conserved",213
96,LdBPK_020490,7.911008377637542,8.288718600266808,7.5860243823869755,8.32623342090424,"hypothetical protein, conserved",214
97,LdBPK_020500,8.269746373130767,8.348752559257216,8.256717745977488,8.614507019053633,"hypothetical protein, conserved",215
98,LdBPK_020520,9.862900258572468,10.058501943429649,9.803381995326486,10.157909866226344,"hypothetical protein, unknown function",216
99,LdBPK_020530,8.640620547932022,8.908517187648851,8.648730710936329,8.862799011238373,"hypothetical protein, unknown function",217
100,LdBPK_020540,8.42050033913748,7.649685268909746,8.374583392732726,8.337758671493416,"protein kinase, putative",218
101,LdBPK_020550,7.027268042466619,7.982755020869986,7.321246212990591,8.205231438820004,"hypothetical protein, conserved",219
102,LdBPK_020560,5.0,7.028896445131471,5.0,5.0,"TPR repeat/Tetratricopeptide repeat, putative",220
103,LdBPK_020580,8.876310233844178,9.123099955255574,8.785991451886893,9.082174775484667,"hypothetical protein, conserved",221
104,LdBPK_020590,7.751502354038781,8.195539896549318,7.6076694366882425,8.002554808148483,"hypothetical protein, conserved",222
105,LdBPK_020600,7.156094630639427,7.662190990859007,5.0,7.239249413476724,gamma-glutamyl phosphate reductase-like protein,223
106,LdBPK_020620,9.04875245769949,8.285602311285613,8.443497677808585,8.413484174317407,"hypothetical protein, conserved",224
107,LdBPK_020630,8.072948031792885,8.551730490887552,7.9907427650410305,8.449308659474038,"Nop14-like family, putative",225
108,LdBPK_020640,6.624003480331562,7.648115956755962,8.645176558178802,7.208064948147398,"mitochondrial carrier protein, putative",226
109,LdBPK_020670,7.9433213571664,9.225050696138048,8.582779017765722,9.322053817695567,"hypothetical protein, conserved",227
110,LdBPK_020680,9.372856792535229,9.661348811974326,9.25990431951527,9.53849832891355,"ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative",228
111,LdBPK_020710,10.339073629641113,10.572650915252359,10.164561029265556,10.571371045253322,"peptidyl-dipeptidase, putative",229
112,LdBPK_021560,7.774735882551753,8.217589214965095,7.427226363584512,8.187407902422553,"mitochondrial chaperone, putative (fragment)",230
113,LdBPK_220760,7.774735882551753,8.217589214965095,7.427226363584512,8.187407902422553,"mitochondrial chaperone, putative (fragment)",230
114,LdBPK_030010,7.322033128631803,7.467519313989927,6.547183761450082,5.0,hypothetical protein,231
115,LdBPK_030020,6.788437069603187,7.665927912802659,5.0,7.669725873302211,"hypothetical protein, conserved",232
116,LdBPK_030030,9.522091960012432,9.868914686447694,9.302504092355713,9.780367724825597,D-3-phosphoglycerate dehydrogenase-like protein,233
117,LdBPK_030040,9.636337421853309,9.922102366807607,9.517222298027907,10.033705151467853,2-aminoethylphosphonate:pyruvateaminotransferas e-like protein,234
118,LdBPK_030080,6.980089767127471,6.806993513682107,5.0,6.9122964702639385,"DNA primase large subunit, putative",235
119,LdBPK_030110,8.043283665570575,8.29210093848042,8.046221937221636,8.28978955560691,"hypothetical protein, conserved",236
120,LdBPK_030120,8.68965509090627,8.89796779632086,8.343703931783212,8.561614121040185,"acetyltransferase, putative",237
121,LdBPK_030130,7.409138161153864,8.076458387712151,7.780425332158592,8.25837384896812,"hypothetical protein, conserved",238
122,LdBPK_030150,9.128851423346783,9.292787535198329,8.808433804051806,9.23375736296551,"ATP-binding cassette protein subfamily F, member 1, putative",239
123,LdBPK_030160,8.749620385199933,8.84914290072915,8.797938896689958,8.97322486599893,hypothetical protein,240
124,LdBPK_030180,8.530302174485271,8.870450726957893,8.272166625140787,8.648272167258522,"U2 splicing auxiliary factor, putative",241
125,LdBPK_030190,10.823082796532804,11.090011024007147,10.618508309587,11.066512277856596,"delta-1-pyrroline-5-carboxylate dehydrogenase, putative",242
126,LdBPK_030200,8.209836595069655,8.499851973267187,8.025592568851673,8.473691295865516,"protein kinase, putative",243
127,LdBPK_030220,8.219741661046303,8.541778873682068,7.891665664332124,8.379686151906956,"long chain fatty Acyl CoA synthetase, putative",244
128,LdBPK_030230,6.549456948582016,6.774983854956507,6.492522928422612,7.201451749121719,"hypothetical protein, conserved",245
129,LdBPK_262230,9.399569893656842,9.458486763798208,9.210986973832146,9.083502619830268,"ribosomal protein L38, putative",246
130,LdBPK_030240,9.399569893656842,9.458486763798208,9.210986973832146,9.083502619830268,"ribosomal protein L38, putative",246
131,LdBPK_030250,5.0,6.414421777942561,5.0,5.0,"hypothetical protein, conserved",247
132,LdBPK_030260,9.913755589459885,10.064120905829622,9.81035351198547,9.898088627434685,"FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative",248
133,LdBPK_030300,8.561733275584913,8.677479200261297,8.24398006574108,8.730871062859475,"hypothetical protein, conserved",249
134,LdBPK_030320,8.51146891316651,8.994405146689166,8.396042344810999,8.798208531027088,"DDRGK domain containing protein, putative",250
135,REV__LdBPK_030320,8.51146891316651,8.994405146689166,8.396042344810999,8.798208531027088,,250
136,LdBPK_030330,7.970239916881413,8.393943539315574,7.947286644677798,8.346079008652943,"protein kinase, putative",251
137,LdBPK_030340,7.50250905461007,7.7209692307416224,7.27263051589404,7.522065854309015,hypothetical protein,252
138,LdBPK_030360,7.115510662384998,5.0,7.156912425700017,5.0,"GPR1/FUN34/yaaH family, putative",253
139,LdBPK_030380,8.344097403594409,8.538309759381734,8.110724354380904,7.944985767425724,"GPR1/FUN34/yaaH family, putative",254
140,LdBPK_030390,5.0,5.0,6.0922292421628566,7.490309708301158,"MFS transporter, putative",255
141,LdBPK_030420,9.69230040399518,10.254233782650147,9.702886995046851,10.403858023583242,"60S acidic ribosomal protein P2, putative",256
142,LdBPK_030410,9.69230040399518,10.254233782650147,9.702886995046851,10.403858023583242,"60S acidic ribosomal protein P2, putative (fragment)",256
143,LdBPK_030430,7.492522928422612,7.828421420154797,7.80823798884796,7.89692285360593,"TLD domain protein, conserved",257
144,LdBPK_030480,7.4222778761641806,7.449447542355358,6.9873086737311825,7.53731527311201,phosphate-Repressible Phosphate Permease-like protein,258
145,LdBPK_030500,9.330129562487524,9.68664520527081,9.19512442298668,9.59042940463805,"hypothetical protein, conserved",259
146,LdBPK_030510,7.691611874214416,7.792167479642008,5.0,6.596377143997599,"hypothetical protein, conserved",260
147,LdBPK_030520,8.470145775899695,8.764430206289635,8.35726765464421,8.674806047034302,"26S protease regulatory subunit, putative",261
148,LdBPK_030530,5.0,7.329336850087424,5.0,7.314372900009328,"hypothetical protein, conserved",262
149,LdBPK_030540,5.0,7.095796793604802,6.86295980480366,7.1089707168794805,hypothetical protein,263
150,LdBPK_030550,9.059336177389287,9.456259724266472,9.03148925570975,9.411114418550905,"quinone oxidoreductase, putative",264
151,LdBPK_030560,7.613662149527831,8.771094854207803,7.831127193398826,8.927585916726812,"hypothetical protein, conserved",265
152,LdBPK_030580,9.941397129572314,10.11544408343624,9.829155765790114,10.072948031792885,"arginine N-methyltransferase, putative",266
153,LdBPK_030600,8.445059047392219,8.8374369137302,8.074084689028243,8.816486557381031,"mitochondrial protein 99, putative",267
154,LdBPK_030610,7.515926803224201,8.066027594948862,7.865512599796574,7.945690107443128,"hypothetical protein, conserved",268
155,LdBPK_030620,9.011274328904724,9.380446420867365,8.948569440102723,9.26986304055441,"hypothetical protein, conserved",269
156,LdBPK_030630,7.813994405526496,7.941650543596003,7.635895728978314,8.089056879759784,hypothetical protein,270
157,LdBPK_030660,5.0,7.784767023536584,5.0,7.4311546090522445,"Uroporphyrinogen-III synthase HemD, putative",271
158,LdBPK_030670,8.239124224094779,8.771580132350694,7.962165638368427,8.375572173918037,"DEAD/DEAH box helicase, putative",272
159,LdBPK_030690,8.639197527562517,8.744934169885333,8.525990150459593,8.977225023431608,"Aminoacyl-tRNA editing domain containing protein, putative",273
160,LdBPK_030700,5.0,5.0,5.0,7.577261953585815,"hypothetical protein, conserved",274
161,LdBPK_030720,9.036588976755404,9.430719887863281,8.884092676933344,9.278959270684219,"cytochrome c oxidase copper chaperone, putative",275
162,LdBPK_030730,8.463922836378236,8.70543604658525,8.308286888629105,8.699508195883737,"TatD related DNase, putative",276
163,LdBPK_030750,8.31462551920127,8.669642247025738,8.19041574703329,8.745457364566793,"Ubiquitin-like domain containing protein, putative",277
164,LdBPK_030760,8.136244801746143,8.20696072915571,7.94965830798174,8.37283838749711,"serine/threonine-protein kinase, putative",278
165,LdBPK_030780,5.0,7.503845136631561,6.878653902034747,7.396216788290972,"hypothetical protein, conserved",279
166,LdBPK_030790,8.440421013390566,8.621373643506177,8.129045059887957,8.609498362970644,6-phosphofructo-2-kinase 1,280
167,LdBPK_030800,6.859984436830926,5.0,5.0,5.0,hypothetical protein,281
168,LdBPK_030810,5.0,7.431428099316783,5.0,6.737208550636165,"hypothetical protein, conserved",282
169,LdBPK_030830,7.58753137461755,7.88404163117426,7.766673048376084,8.078565559317118,"hypothetical protein, conserved",283
170,LdBPK_030850,7.774991146119564,8.129270860121315,7.505258538370941,7.904114797623976,"hypothetical protein, conserved",284
171,LdBPK_030870,8.064757399429679,8.031933340275605,7.94931192421358,8.14854096086723,"NLI interacting factor-like phosphatase, putative",285
172,LdBPK_030880,8.711056051450347,8.76281355657375,8.499851973267187,8.891832833551478,"peter pan protein, putative",286
173,LdBPK_030890,8.301507457038436,8.375846436309155,8.146003933810869,8.291502049189601,"inorganic pyrophosphatase, putative",287
174,LdBPK_030910,9.556290436864124,9.832783453305073,9.409611930846435,9.771697693921285,"Amidohydrolase family, putative",288
175,LdBPK_030930,7.023252459633712,7.096597208357894,5.0,6.493485934175957,"multicopper oxidase, putative",289
176,LdBPK_030940,8.475031622066405,8.423917281991123,7.940476639574321,8.080373916701308,"hypothetical protein, conserved",290
177,LdBPK_030950,9.197776611271387,9.584760782441863,9.056485592951116,9.575995620203267,"MORN repeat, putative",291
178,LdBPK_030960,9.182072103857386,9.522300749166732,9.01152815385754,9.425843854656716,eukaryotic translation initiation factor 2 subunit alpha,292
179,LdBPK_040010,8.648857456736703,9.185400483190453,8.472902651803665,9.061452479087194,calcium-translocating P-type ATPase,293
180,LdBPK_040030,8.022881813332031,8.652913230033793,8.230500011841471,8.709040878087114,"cAMP-specific phosphodiesterase, putative",294
181,LdBPK_040031,5.0,7.399691023705374,7.076786033508079,7.4452460350806176,hypothetical protein,295
182,LdBPK_040060,10.097743058944877,10.110791660771106,9.929316726753495,9.976253662261108,"hypothetical protein, conserved",296
183,LdBPK_040070,9.168409083519625,9.007577098304338,8.812452091477986,9.175482820774771,DNA topoisomerase type IB small subunit,297
184,LdBPK_040080,7.575060772102248,8.070739562849198,7.2165353574183575,7.979170364938068,"hypothetical protein, conserved",298
185,LdBPK_040090,8.323808795527016,8.798104845322996,8.149773177559664,8.613788984783492,"hypothetical protein, conserved",299
186,LdBPK_040120,8.91457584699135,9.064158372463119,8.901747028518443,9.02848991652189,"hypothetical protein, conserved",300
187,LdBPK_040130,7.447530124309636,7.957717402901387,7.51240420191506,7.768956122135301,"exosome complex exonuclease RRP40, putative",301
188,LdBPK_040140,8.52663646060016,8.581517309425811,8.486501320463253,8.813474236405938,"hypothetical protein, conserved",302
189,LdBPK_040160,8.403789471516188,8.182243411919,8.402828604663538,8.853619131351762,"hypothetical protein, conserved in leishmania",303
190,REV__LdBPK_040160,8.403789471516188,8.182243411919,8.402828604663538,8.853619131351762,,303
191,LdBPK_040170,5.0,5.0,6.803259043128838,5.0,surface antigen-like protein (fragment),304
192,LdBPK_040180,8.448907192598776,8.516575033681399,8.380862195341201,8.408816379979935,surface antigen-like protein (fragment),305
193,LdBPK_040210,7.798464183308061,8.200248413515354,7.699490845272204,8.22536098037266,hypothetical protein,306
194,LdBPK_040230,8.612306930268643,8.648945182165672,8.528736777724653,9.016364679456293,"GRAM domain containing protein, putative",307
195,LdBPK_040250,6.9466487339066765,8.158422806584882,7.019324037153691,8.01573687447745,"hypothetical protein, conserved",308
196,LdBPK_040270,5.0,7.694447244946774,7.0244446171313495,7.512390854819099,"adenosine monophosphate deaminase, putative",309
197,LdBPK_040280,7.125676410382333,7.298001111407518,5.0,7.3700872834352,"Alcohol dehydrogenase GroES-like domain containing protein, putative",310
198,LdBPK_040300,8.616286420717191,8.833274639290563,8.679773014477,8.914279674601936,"beta-fructofuranosidase, putative",311
199,LdBPK_040310,8.616286420717191,8.833274639290563,8.679773014477,8.914279674601936,"beta-fructofuranosidase, putative (fragment)",311
200,LdBPK_040320,8.195013562875829,8.535635850021245,8.064794811195384,8.406693433796212,"mitochondrial exoribonuclease DSS-1, putative",312
201,LdBPK_040330,7.326888619907437,7.638658948079045,7.1661339703051095,7.868626807679102,"ADP-ribosylation factor, putative",313
202,LdBPK_040340,5.0,7.161607546908397,5.0,7.056027758086362,"hypothetical protein, conserved",314
203,LdBPK_040350,8.060508975605298,8.459045516794607,7.792832764673152,8.38106090338289,"hypothetical protein, conserved",315
204,LdBPK_040360,8.041076719715475,8.16687395085882,7.598451252655753,8.251784177257484,"phytanoyl-CoA dioxygenase (PhyH), putative",316
205,LdBPK_040370,7.554561839190986,7.659840168122544,7.364719802729918,7.839302031312193,hypothetical protein,317
206,LdBPK_040380,7.833293765167796,7.566708473392467,7.8215790279120085,7.561053656358288,"anaphase promoting complex, subunit 10-like protein",318
207,LdBPK_040390,8.642266618902674,8.696006715218546,8.696251516237494,8.697717431656452,"hypothetical protein, conserved",319
208,LdBPK_040400,9.592509847900681,9.874893303717734,9.416490724794322,9.688348620349645,"Tetratricopeptide repeat, putative",320
209,LdBPK_040410,8.393750640348081,8.758480410085244,8.259235402198733,8.66171805769466,"hypothetical protein, conserved",321
210,LdBPK_040420,5.0,7.034588353713624,5.0,7.023417089841105,serine/threonine protein kinase-like protein,322
211,LdBPK_040430,10.032497882857111,10.281078840728938,9.823708919520191,10.190247633038195,"calpain-like cysteine peptidase, putative",323
212,LdBPK_040440,9.746774271340632,10.001474096691732,9.6436894998031,9.979889667045356,"adenylosuccinate lyase, putative",324
213,LdBPK_040480,9.361085360488826,9.35665675193585,9.092966137594365,9.302525732960742,"hypothetical protein, conserved",325
214,LdBPK_040490,8.471687677487212,8.792447723880874,8.544340943693804,8.725119056799784,"Nucleotidyltransferase domain containing protein, putative",326
215,LdBPK_040510,8.669019189195085,8.576156995122094,8.445261613754528,8.107854147536859,"huntingtin interacting protein (HIP), putative",327
216,LdBPK_040520,8.421784845215253,8.959685197913581,8.356140633518127,8.930454886556703,"hypothetical protein, conserved",328
217,LdBPK_040530,7.480624869462199,7.698509408026007,7.424881636631067,7.3872474113573245,"Zinc finger, C3HC4 type (RING finger), putative",329
218,LdBPK_040550,7.215505378231819,7.748490376821502,6.646089901274428,7.37254380075907,"tyrosine phosphatase, putative",330
219,LdBPK_040560,7.208387603795154,7.413567971273289,5.0,7.750770589443267,"DENN (AEX-3) domain containing protein, putative",331
220,LdBPK_040570,9.943425260694873,10.263186157413704,9.769133520956007,10.252367514459898,"spermidine synthase, putative",332
221,LdBPK_040600,8.739445755661933,8.96761816900762,8.678755036907129,8.832668550451796,"hypothetical protein, conserved",333
222,LdBPK_040610,6.438384107034714,7.44850535425945,7.030640194868632,7.323478988130159,hypothetical protein,334
223,LdBPK_040620,8.142326883154263,8.268320501218538,7.837266385445712,8.318876874660981,hypothetical protein,335
224,LdBPK_040630,7.830749013705206,8.225696871650655,7.524577851572574,8.13254784246558,"hypothetical protein, conserved",336
225,LdBPK_040670,8.865861699244274,8.396042344810999,9.206583034837792,9.147336174036738,"hypothetical protein, conserved (fragment)",337
226,LdBPK_040680,9.528235171497263,9.716612598722639,9.461003022454099,9.604258461911163,"ubiquitin-conjugating enzyme E2, putative",338
227,LdBPK_040690,8.819359650304458,9.076349117493459,8.838603550544804,9.175192788386603,"axonemal dynein light chain, putative",339
228,LdBPK_040710,7.323169566062373,7.44015312977356,7.283640388800367,7.440090074313282,"Tir chaperone protein (CesT) family/PDZ domain containing protein, putative",340
229,LdBPK_040730,5.0,5.0,5.0,6.966423345943693,"Protein of unknown function (DUF974), putative",341
